T F7 F3 F4 F8 T3 C3 Cz C4 T5 P3 Pz P4 T6 O1 O2
10.73 -0.1798 -0.3146 -1.438 1.258 -5.843 -4.315 -9.978 -12.67 -5.438 -8.178 -13.54 -21.19 -12.58 -12.58 -16.27
10.735 -2.966 -4.045 0.3146 2.382 -7.326 -5.708 -4.404 -9.393 -6.022 -8.705 -12.22 -17.94 -11.42 -8.899 -10.88
10.74 -7.281 -7.011 0.764 -0.5843 -6.831 -5.258 0.2697 -6.337 -4.18 -6.155 -6.595 -12.05 -9.258 -0.7191 -3.056
10.745 -10.7 -8.629 -0.8539 -4.944 -4.764 -3.236 2.337 -6.337 -0.2697 -0.7035 1.055 -5.276 -6.022 8.899 3.865
10.75 -11.33 -9.348 -4.225 -7.281 -2.337 -1.798 2.292 -8.854 4.674 4.66 7.298 1.143 -1.079 15.19 8.539
10.755 -9.438 -9.888 -7.236 -6.427 -0.4944 -2.112 2.292 -8.629 8.27 6.595 9.673 7.914 5.034 15.28 11.33
10.76 -6.742 -10.07 -7.91 -3.91 0.7191 -4.27 3.64 -2.831 8.719 3.341 7.562 13.63 10.43 9.079 12.22
10.765 -3.596 -8.899 -6.472 -2.067 0.9888 -8.045 5.258 5.213 5.169 -3.429 1.847 15.39 12.04 -0.7191 10.07
10.77 -0.08989 -5.888 -4.27 -1.798 0.2247 -11.78 4.674 9.393 -1.348 -10.82 -5.276 11.17 8.539 -10.52 4.045
10.775 2.427 -2.022 -1.978 -1.438 -0.8539 -12.58 1.169 7.461 -7.73 -15.74 -10.99 2.814 1.438 -16.99 -4.404
10.78 2.697 1.618 0.809 0.4944 -0.5843 -8.584 -2.562 2.067 -10.74 -15.74 -13.28 -5.804 -5.933 -18.52 -12.04
10.785 2.607 5.124 4.404 3.596 1.843 -1.213 -1.978 -1.888 -9.034 -10.11 -11.34 -10.73 -9.798 -15.01 -15.01
10.79 4.135 9.124 8.854 6.022 5.843 6.966 5.348 0.08989 -4.225 -0.5276 -5.188 -9.145 -8.449 -7.371 -11.15
10.795 6.921 13.21 13.39 6.697 9.528 13.98 16.99 9.034 1.258 9.673 4.485 -1.231 -3.056 2.787 -1.618
10.8 8.809 15.87 15.96 5.933 10.97 18.2 26.11 19.42 5.034 17.5 14.86 8.442 3.146 13.12 8.449
10.805 8.719 15.33 14.34 4.449 9.258 17.8 26.88 22.83 6.202 21.02 21.19 13.89 6.921 20.58 14.02
10.81 7.371 10.83 8.27 2.517 5.618 12.45 18.02 15.82 5.888 19.61 19.79 12.31 6.921 22.74 13.39
10.815 5.034 3.326 0.4045 0.1798 2.876 4.674 3.82 3.326 5.303 14.33 10.9 5.892 4.315 19.51 8.27
10.82 1.978 -4.539 -6.112 -2.517 3.011 -2.427 -9.933 -7.91 5.393 7.386 -1.847 -1.671 0.7191 12.85 2.067
10.825 -0.3596 -9.843 -10.2 -5.034 5.079 -7.64 -19.42 -15.28 5.124 0.9673 -14.25 -8.354 -2.517 4.854 -3.326
10.83 -0.809 -10.65 -12.04 -6.517 6.112 -10.56 -23.64 -18.52 3.236 -4.309 -22.25 -12.66 -4.315 -2.787 -7.191
10.835 0 -7.416 -11.6 -5.933 4.27 -10.07 -22.7 -16.76 -0.4045 -8.266 -23.3 -13.01 -4.045 -8.719 -9.079
10.84 0.3596 -1.753 -8.449 -3.191 0.3596 -5.528 -16.58 -9.303 -4.539 -10.73 -17.41 -8.793 -2.157 -12.13 -9.079
10.845 0.8989 4.764 -2.787 0.8539 -3.146 1.213 -5.438 1.933 -7.146 -10.82 -7.826 -1.671 0.5393 -13.21 -7.82
10.85 2.427 10.79 4.27 5.079 -4.539 7.371 8.045 13.48 -7.73 -8.881 1.935 5.804 2.337 -12.58 -5.753
10.855 4.135 14.29 11.1 8.629 -3.775 11.01 19.01 21.75 -6.876 -6.595 8.881 10.99 2.157 -10.97 -3.865
10.86 3.865 13.44 15.1 10.47 -2.202 11.06 22.16 23.33 -5.798 -5.1 11.43 11.61 -0.08989 -9.169 -3.326
10.865 2.067 8.09 13.57 8.989 -1.483 7.101 15.78 16.49 -4.854 -4.573 9.233 7.035 -3.416 -7.281 -4.225
10.87 -0.5393 -0.3146 6.337 3.101 -2.112 0.5843 3.101 4.584 -3.371 -4.573 4.045 0.2638 -5.303 -4.764 -4.944
10.875 -4.404 -9.348 -3.281 -5.393 -2.787 -5.393 -9.708 -5.258 -0.3146 -3.869 -0.7035 -3.781 -4.315 -0.9888 -3.506
10.88 -9.978 -16.27 -10.79 -12.45 -2.292 -8.315 -17.75 -9.348 4.135 -2.11 -3.605 -3.957 -1.438 3.506 -0.5393
10.885 -15.37 -19.01 -13.08 -14.25 -1.124 -9.079 -20.27 -10.16 8.315 0.1759 -5.804 -3.693 0 6.202 1.348
10.89 -17.62 -17.35 -9.663 -9.663 -0.6292 -9.348 -18.97 -11.37 9.528 1.583 -9.409 -6.507 -2.157 4.674 0.2697
10.895 -15.37 -12.85 -2.202 -1.213 -1.303 -8.719 -15.87 -12.63 7.326 1.143 -14.07 -11.96 -7.64 -0.7191 -3.236
10.9 -10.34 -7.73 5.573 6.517 -2.022 -6.247 -11.24 -11.24 2.876 -0.08793 -17.06 -16 -13.03 -7.011 -6.382
10.905 -4.045 -3.685 9.798 9.798 -1.528 -2.292 -4.629 -6.337 -1.079 -0.5276 -15.65 -14.68 -14.65 -10.52 -6.472
10.91 1.169 -1.169 8.494 7.551 -0.3146 1.348 3.461 0.8989 -3.461 0.2638 -8.881 -6.507 -10.52 -9.798 -2.607
10.915 2.966 -0.6292 3.506 2.022 0.5843 3.82 11.01 8.494 -4.494 0.7914 1.495 5.804 -2.337 -6.112 2.876
10.92 0.5393 -1.303 -1.708 -3.596 0.2247 4.719 15.1 13.21 -5.079 0.1759 11.52 16 5.213 -2.247 6.202
10.925 -2.697 -2.022 -5.438 -8.09 -1.393 3.73 14.02 11.82 -5.933 -1.319 16.71 18.29 8.27 -0.3596 4.944
10.93 -2.787 -1.663 -7.865 -11.37 -2.876 1.753 8.404 4.944 -6.292 -2.374 16.09 12.93 6.472 -0.1798 0.5393
10.935 0.809 -0.2247 -10.02 -13.17 -2.921 0.6292 0.1798 -2.966 -5.303 -2.286 11.7 5.1 2.787 0.6292 -2.966
10.94 5.303 1.528 -12.45 -12.72 -1.124 0.6292 -9.034 -8.764 -2.787 -1.407 5.892 -0.3517 0.6292 2.966 -3.685
10.945 8.989 2.966 -14.52 -10.07 0.5393 -0.1798 -18.38 -13.57 -0.3146 -1.143 -1.055 -3.341 0.9888 5.124 -2.607
10.95 11.33 3.64 -14.25 -6.427 -0.1348 -3.461 -26.79 -18.61 0.08989 -2.814 -9.497 -6.243 1.708 4.315 -2.607
10.955 11.06 3.326 -10.02 -3.506 -3.056 -7.281 -32.31 -22.07 -1.438 -5.54 -17.15 -10.11 0.3596 0.4494 -4.944
10.96 7.461 1.888 -2.921 -2.202 -6.292 -8.854 -32.4 -21.39 -2.966 -6.419 -20.31 -13.89 -3.775 -3.326 -8.899
10.965 1.438 -0.1798 2.652 -2.202 -7.64 -7.416 -25.8 -16.36 -1.978 -2.99 -15.83 -14.95 -8.449 -3.326 -11.42
10.97 -4.315 -2.337 3.146 -2.157 -6.697 -4.36 -13.53 -8.09 2.112 3.781 -3.781 -10.73 -9.528 1.708 -9.169
10.975 -8.449 -4.18 -1.034 -0.9888 -3.955 -0.6742 1.438 1.843 7.326 9.936 11.61 -1.143 -5.124 9.438 -2.157
10.98 -9.618 -4.494 -5.978 1.079 -0.4494 3.326 15.28 10.43 10.79 12.4 24.53 9.321 1.978 15.1 6.022
10.985 -6.382 -2.067 -7.865 2.067 2.831 7.011 24.81 13.66 10.38 10.46 29.19 13.89 6.382 14.74 9.888
10.99 0.7191 3.236 -5.079 0.9438 4.944 10.16 28.67 10.61 6.247 5.892 24.45 9.761 4.225 8.36 7.281
10.995 7.91 9.124 1.213 -0.8989 5.258 12.58 27.06 5.034 0.8539 0.8793 13.54 0.3517 -3.326 -0.5393 0.1798
11 10.07 11.96 7.775 -1.169 3.73 13.08 20.81 0.5393 -3.371 -3.254 1.143 -8.178 -11.42 -8.27 -6.562
11.005 6.562 9.393 10.97 0.8989 0.1798 8.989 10.92 -2.697 -5.393 -6.595 -10.38 -12.4 -14.74 -12.94 -9.618
11.01 0.2697 1.798 9.483 3.236 -4.584 -0.08989 -0.8539 -5.888 -5.618 -9.849 -19.7 -11.26 -11.69 -15.1 -7.82
11.015 -6.022 -7.685 4.674 3.685 -8.584 -10.61 -12.04 -7.91 -5.079 -13.01 -25.5 -6.331 -4.854 -15.37 -2.966
11.02 -10.61 -15.24 -0.764 1.798 -9.933 -17.71 -19.78 -7.281 -4.135 -14.77 -26.73 -0.6155 1.438 -13.57 1.708
11.025 -11.96 -17.48 -4.944 -0.5393 -8.584 -19.73 -22.2 -3.775 -2.742 -13.72 -23.57 3.517 4.674 -9.888 4.135
11.03 -9.438 -14.16 -6.427 -0.3146 -6.247 -17.89 -18.88 2.337 -1.393 -10.38 -17.41 6.507 6.382 -5.303 4.854
11.035 -4.764 -7.596 -3.64 3.775 -4.27 -13.44 -10.92 10.56 -0.7191 -6.331 -9.585 10.2 9.169 -1.079 5.843
11.04 -0.4494 -0.9438 3.371 9.708 -2.562 -6.966 -0.7191 18.02 -0.4045 -2.198 -1.319 14.6 13.21 1.978 7.91
11.045 3.056 4.494 12 13.21 -0.2247 0.4045 9.124 20.27 -0.2697 2.726 6.331 16.8 15.91 3.955 9.798
11.05 6.472 8.719 18.29 11.46 3.011 7.91 16.67 16.49 0.2697 8.442 12.84 14.6 14.29 5.393 9.798
11.055 8.989 11.78 19.82 5.978 6.382 14.61 21.17 11.1 1.393 13.45 17.32 8.705 8.18 6.921 7.101
11.06 9.708 13.35 16.22 0.8539 8.494 18.7 21.93 7.955 2.652 15.65 18.11 1.495 0.1798 7.551 2.247
11.065 9.258 12.67 8.809 -0.8539 7.91 17.3 18.56 6.022 3.146 13.54 13.37 -5.804 -6.112 5.753 -3.685
11.07 8.18 9.573 0.1348 0 4.719 9.933 11.19 1.888 2.427 7.562 3.781 -12.22 -8.989 0.9888 -9.079
11.075 5.573 4.18 -7.236 0.809 0.8539 0.6742 1.258 -5.663 1.034 0.1759 -6.067 -17.15 -9.528 -4.404 -12.49
11.08 0.2697 -2.067 -11.82 -0.9438 -0.9888 -5.753 -8.719 -14.38 -0.1348 -5.1 -11.7 -20.22 -10.07 -7.82 -13.75
11.085 -6.382 -6.921 -13.53 -5.393 -0.4045 -7.596 -15.78 -20.81 -0.9438 -6.947 -11.34 -21.54 -11.6 -8.18 -13.48
11.09 -10.43 -8.449 -12.49 -9.843 0.9438 -6.067 -17.39 -21.17 -2.292 -6.771 -7.035 -19.79 -12.13 -7.191 -11.69
11.095 -10.34 -6.472 -8.494 -10.88 1.169 -2.787 -12.72 -13.39 -4.854 -7.298 -1.759 -13.28 -9.528 -7.191 -8.36
11.1 -7.461 -2.202 -1.933 -7.011 -0.3596 0.764 -3.101 -0.7191 -7.82 -9.057 2.55 -2.902 -3.416 -8.899 -3.775
11.105 -3.416 2.652 4.539 0.1798 -2.697 3.101 8.315 9.798 -9.888 -10.11 5.452 7.562 3.685 -10.7 1.618
11.11 0.08989 6.427 8.135 7.73 -4.719 3.506 18.2 13.84 -9.888 -8.442 7.914 14.95 8.989 -9.798 7.281
11.115 0.9888 7.326 8.09 13.39 -5.348 2.876 23.73 13.26 -7.91 -4.309 11.08 19.17 11.51 -4.944 13.03
11.12 -1.258 4.494 5.573 16.09 -4.719 1.708 23.06 11.24 -5.213 0.4397 13.54 20.75 11.96 2.247 17.35
11.125 -4.225 -0.9888 2.112 15.46 -4.045 -0.8989 15.87 7.596 -2.966 3.517 12.31 19.35 11.42 8.09 18.43
11.13 -5.303 -7.146 -0.9438 11.6 -4.449 -5.303 3.73 1.393 -1.528 3.605 6.067 14.95 10.52 9.888 15.73
11.135 -4.764 -11.73 -2.831 5.708 -5.438 -9.348 -9.169 -5.573 0.4045 1.935 -2.198 8.881 9.258 8.27 10.97
11.14 -4.584 -13.35 -3.011 0.04494 -4.989 -10.34 -18.25 -10.16 4.18 1.319 -8.266 2.99 7.281 6.562 6.652
11.145 -4.404 -11.51 -1.798 -3.371 -1.753 -7.955 -20.31 -10.61 9.438 3.781 -9.585 -1.231 5.124 6.921 4.674
11.15 -2.427 -6.876 0.1348 -3.551 3.775 -3.64 -15.28 -7.236 14.56 8.266 -6.595 -2.638 3.955 9.528 5.393
11.155 1.708 -1.618 2.427 -0.9438 9.798 1.034 -6.742 -1.708 17.39 12.05 -1.231 -0.9673 4.135 12.67 7.191
11.16 5.663 2.157 3.596 2.562 14.02 4.584 0.6742 2.022 16.9 12.93 3.869 1.407 4.404 14.29 7.73
11.165 7.91 3.596 1.843 4.944 14.38 5.124 3.955 0.6742 13.75 11.08 6.947 1.495 3.146 13.12 5.483
11.17 7.82 2.921 -2.742 4.944 10.43 2.337 3.685 -4 8.854 7.474 7.826 -0.7914 0.5393 9.438 1.798
11.175 5.393 1.303 -7.146 3.371 4.18 -0.9438 3.011 -5.663 3.191 3.605 7.914 -2.726 -2.157 4.404 -1.438
11.18 2.067 0.4045 -7.685 1.753 -0.8989 -1.348 4.449 -0.4944 -2.202 0.8793 7.914 -2.022 -3.506 -0.4494 -3.236
11.185 1.618 2.067 -3.64 0.809 -2.517 2.157 7.91 7.91 -6.382 0 7.123 0 -3.685 -4.045 -4.854
11.19 6.472 7.056 2.157 0.3146 -0.1798 8.36 11.15 13.57 -8.09 1.319 5.628 0.7914 -3.596 -5.213 -7.011
11.195 14.47 13.93 6.562 0.4494 4.674 15.69 12.04 14.2 -6.697 4.397 4.924 -0.08793 -3.506 -2.876 -8.899
11.2 20.49 19.82 8.135 1.663 9.708 21.8 10.65 11.91 -2.652 8.53 6.419 -1.407 -3.056 2.247 -9.079
11.205 20.67 22.2 7.64 3.865 12.31 23.46 8.315 9.079 1.528 11.87 9.233 -1.671 -1.348 7.551 -6.472
11.21 15.19 19.73 6.787 6.022 10.74 18.7 5.978 7.146 3.281 11.87 10.55 -0.2638 1.258 9.618 -2.157
11.215 5.573 12.67 6.787 6.562 5.438 9.124 2.966 6.067 1.169 6.771 8.266 2.022 3.146 7.011 1.888
11.22 -5.124 3.146 6.292 4.404 -1.169 -1.708 -2.022 3.73 -2.831 -2.286 2.11 2.99 2.427 1.258 3.865
11.225 -11.87 -5.438 2.607 -0.4045 -6.337 -10.7 -8.449 -1.663 -6.112 -11.26 -5.979 0.7914 -0.5393 -4.674 3.596
11.23 -11.42 -10.11 -4 -6.202 -8.539 -15.37 -12.72 -7.596 -6.247 -16.18 -12.13 -2.198 -2.876 -7.551 3.416
11.235 -5.213 -9.843 -9.618 -9.888 -7.236 -13.84 -10.74 -7.91 -3.056 -14.86 -12.75 -1.671 -1.348 -6.562 5.303
11.24 1.978 -6.067 -9.483 -9.438 -3.281 -6.697 -1.663 -0.4045 1.933 -8.617 -8.002 2.99 3.596 -2.966 8.36
11.245 6.292 -1.213 -4 -5.843 1.034 1.618 9.573 8.719 6.112 -0.7035 -2.11 6.771 7.551 0.3596 8.899
11.25 6.742 2.202 1.888 -2.247 3.236 6.022 15.37 11.33 7.73 4.66 0.6155 4.309 5.753 1.258 4.135
11.255 3.236 2.247 3.056 -0.9438 2.472 4.764 11.01 4.899 6.697 5.452 -0.7035 -4.66 -2.427 0.1798 -4.674
11.26 -2.966 -1.079 -1.573 -1.798 -0.2247 -0.4944 -1.079 -6.292 4.135 2.55 -3.605 -14.77 -12.58 -1.438 -13.39
11.265 -8.36 -5.528 -8.584 -3.011 -3.371 -7.281 -13.53 -15.51 1.573 -0.7035 -5.012 -19.17 -18.07 -2.067 -17.62
11.27 -10.07 -8.36 -12.22 -2.876 -5.528 -12.76 -18.97 -17.35 -0.1798 -2.022 -3.781 -14.16 -15.1 -1.079 -15.19
11.275 -8.18 -8.315 -9.079 -0.764 -6.067 -14.56 -15.55 -10.74 -0.4494 -0.8793 -0.8793 -1.847 -5.303 1.528 -7.64
11.28 -4.944 -5.798 -1.079 1.708 -4.36 -11.96 -7.64 -0.3596 1.079 1.847 1.143 9.849 5.034 5.124 0.809
11.285 -1.258 -1.978 5.978 2.337 -1.034 -6.742 -1.348 6.112 3.685 5.1 0.5276 13.89 10.25 8.449 6.202
11.29 3.056 1.843 8.315 0.6742 2.787 -0.809 0.809 6.022 6.157 7.738 -1.847 9.849 9.258 9.888 7.371
11.295 6.831 4.899 7.461 -1.213 6.337 5.618 1.258 3.596 7.146 9.233 -2.374 4.045 5.213 8.989 6.112
11.3 7.73 6.742 7.506 -0.3146 9.169 12.04 3.73 3.73 6.652 10.11 1.319 2.11 1.798 6.472 4.225
11.305 6.292 7.775 9.798 3.506 10.52 16.04 8.719 6.112 5.348 10.73 7.65 3.957 0.5393 3.416 2.607
11.31 4.494 8.09 11.82 7.461 9.663 15.19 12.76 7.056 3.685 10.46 12.4 5.628 0.4494 0.809 1.348
11.315 3.416 7.101 10.34 8.045 6.966 9.978 11.73 4.449 2.697 8.09 12.22 3.693 -0.08989 -1.169 0.1798
11.32 2.427 4.36 4.764 4.09 3.551 3.191 4.764 -1.124 1.708 3.341 6.859 -2.198 -1.798 -3.326 -1.708
11.325 0.7191 0.4944 -2.427 -2.427 0.4944 -2.697 -4.494 -7.955 -0.08989 -2.726 -2.198 -9.936 -4.404 -6.562 -4.764
11.33 -1.888 -3.236 -7.596 -7.955 -2.247 -6.517 -11.33 -13.08 -3.191 -9.057 -11.87 -15.65 -6.831 -11.15 -8.809
11.335 -5.663 -5.888 -8.135 -9.753 -4.584 -7.865 -13.21 -13.35 -7.101 -14.6 -19.35 -16.53 -8.629 -15.46 -12.22
11.34 -9.798 -7.146 -5.393 -8.09 -6.247 -7.64 -11.82 -9.258 -10.02 -18.73 -23.65 -13.63 -9.708 -17.71 -14.11
11.345 -11.6 -7.281 -3.236 -6.022 -7.326 -7.955 -10.74 -4.899 -11.24 -21.19 -26.03 -10.38 -9.978 -17.98 -14.02
11.35 -8.809 -6.966 -3.955 -6.022 -8.315 -10.29 -12 -3.461 -11.1 -22.77 -27.26 -8.881 -8.989 -17.62 -12.31
11.355 -4.404 -7.326 -5.843 -7.596 -9.483 -13.71 -14.61 -4.18 -10.97 -24.18 -26.64 -8.53 -6.382 -17.98 -9.348
11.36 -3.146 -8.899 -6.112 -8.404 -10.7 -16.27 -16.18 -5.169 -11.55 -24.71 -23.04 -7.914 -3.056 -18.43 -6.112
11.365 -6.382 -11.01 -4.404 -7.146 -11.87 -17.75 -15.15 -6.652 -12.49 -22.6 -16.27 -7.035 0 -16.72 -3.236
11.37 -10.7 -12.04 -2.876 -5.079 -12.81 -17.89 -11.46 -8.494 -12.22 -16.71 -6.859 -5.364 2.247 -10.61 0.08989
11.375 -11.87 -10.88 -3.191 -3.955 -12.36 -15.15 -5.663 -8.135 -9.034 -7.298 4.485 -1.583 4.315 0.2697 5.124
11.38 -8.809 -7.461 -4.899 -4.629 -9.348 -8.045 1.708 -3.775 -2.921 4.045 16.53 4.836 6.742 13.12 11.42
11.385 -3.236 -2.742 -6.292 -5.888 -3.955 1.798 9.978 2.382 4.045 14.86 26.47 11.61 9.258 23.37 16.72
11.39 1.348 1.618 -5.888 -5.843 1.978 10.83 17.3 6.472 9.213 22.42 31.48 16 10.79 27.24 18.97
11.395 1.618 3.82 -3.865 -3.506 6.517 16.18 21.03 6.652 10.52 24.8 30.51 16.71 10.43 24.9 17.26
11.4 -2.876 2.921 -2.247 -0.04494 8.494 16.81 19.33 3.056 9.034 22.69 24.71 13.63 8.449 19.33 12.67
11.405 -7.82 0 -2.966 1.933 7.685 13.12 12.85 -2.472 6.247 18.03 15.83 8.266 5.933 13.84 7.191
11.41 -8 -3.011 -5.438 0.7191 4.719 6.831 5.079 -6.382 3.91 12.57 6.859 3.429 4.225 9.798 3.326
11.415 -3.775 -4.989 -6.067 -2.157 0.809 1.348 -0.04494 -4.36 2.652 6.947 0.3517 1.935 3.775 6.921 2.157
11.42 0.1798 -5.438 -1.888 -3.91 -2.292 -1.528 -1.258 3.056 1.573 1.319 -3.429 3.341 3.596 4.135 2.607
11.425 1.528 -4.36 5.618 -3.011 -3.685 -2.831 -0.3596 9.753 -0.04494 -3.869 -6.243 4.309 2.157 0.4494 2.337
11.43 1.438 -1.843 11.82 0 -3.281 -3.91 -0.08989 10.38 -2.697 -8.09 -9.849 2.286 -0.6292 -3.865 0.2697
11.435 1.888 1.573 13.21 3.506 -1.348 -4.09 -1.348 6.067 -5.213 -10.73 -13.72 -1.495 -3.596 -7.551 -2.787
11.44 3.506 5.348 9.888 6.472 1.573 -1.663 -2.427 1.618 -6.247 -10.82 -15.48 -4.573 -5.303 -9.618 -5.393
11.445 6.202 9.124 4.809 8.494 3.955 3.191 -1.303 0.2247 -5.933 -8.178 -13.89 -5.716 -5.303 -10.43 -7.191
11.45 9.169 12.54 1.528 9.573 4.36 7.955 2.247 2.022 -5.258 -4.133 -8.705 -5.276 -4.404 -10.7 -8
11.455 10.25 14.88 2.022 9.708 2.472 10.7 5.933 5.438 -5.573 -0.7914 -0.9673 -3.605 -3.236 -10.7 -8.27
11.46 8.629 15.19 4.809 8.584 -0.4045 10.38 6.652 7.73 -6.831 0.7914 7.123 -1.847 -2.427 -10.07 -8.18
11.465 6.112 13.21 6.382 5.978 -2.472 6.697 3.281 6.382 -7.73 0.7914 12.93 -0.8793 -1.888 -8.18 -7.371
11.47 4.944 9.213 4.449 2.472 -2.831 1.124 -1.933 2.427 -6.517 0.6155 15.3 0.08793 -0.6292 -4.674 -4.494
11.475 4.135 4.09 0.3146 -0.5393 -0.9438 -2.517 -5.393 0.08989 -2.742 1.231 14.95 3.254 1.978 0.3596 1.798
11.48 1.438 -0.5393 -3.371 -2.247 3.101 -1.843 -5.034 1.213 2.966 3.517 13.1 8.178 5.483 6.382 9.708
11.485 -2.247 -3.056 -5.663 -3.64 7.73 2.112 -2.067 2.247 8.135 6.947 10.2 11.43 8.36 11.51 15.55
11.49 -3.955 -2.787 -7.955 -6.112 10.56 6.067 0.4944 -1.079 10.16 9.497 6.331 10.29 9.348 14.11 16.27
11.495 -3.236 -1.124 -11.1 -9.573 9.978 7.551 0.4494 -8.27 8.629 9.321 2.726 5.452 7.82 13.93 11.87
11.5 -2.157 -0.3146 -14.43 -12.13 5.888 6.067 -1.618 -15.01 5.034 6.507 0.7035 -0.1759 4.494 12.31 4.944
11.505 -2.876 -1.303 -15.73 -11.73 -0.3596 2.022 -3.371 -17.35 1.798 2.902 0.08793 -4.133 0.7191 10.34 -1.079
11.51 -4.944 -3.281 -12.63 -7.865 -6.652 -3.146 -2.562 -13.26 0.5393 0.6155 0.08793 -4.836 -1.888 8.719 -3.955
11.515 -7.371 -4.809 -4.36 -2.112 -10.52 -7.191 0.2247 -3.64 1.124 -0.4397 -0.7914 -2.462 -2.157 7.101 -3.506
11.52 -9.528 -5.348 5.978 3.056 -10.79 -9.124 2.202 6.562 1.933 -1.319 -3.781 0.6155 -0.9888 4.135 -2.067
11.525 -9.618 -5.753 12.81 5.213 -8.584 -10.47 0.4944 10.74 1.258 -3.517 -9.585 1.231 0.1798 -1.169 -1.708
11.53 -7.64 -7.191 12.18 4.18 -6.472 -13.17 -4.809 6.876 -0.9438 -7.562 -16.44 -0.1759 0.7191 -8.449 -2.247
11.535 -4.854 -9.573 5.888 1.978 -5.753 -15.51 -9.978 0.2247 -3.281 -12.31 -20.66 -0.3517 0.809 -15.28 -1.798
11.54 -2.697 -10.43 -0.4944 1.124 -5.079 -14.02 -10.11 -1.933 -3.91 -14.51 -18.73 2.462 1.348 -19.24 0.1798
11.545 0.9888 -6.517 -1.843 2.697 -2.427 -6.742 -3.056 2.607 -1.888 -11.87 -11.26 6.859 2.067 -19.51 1.978
11.55 8.36 2.831 2.697 5.708 2.787 4.674 8.674 10.92 1.393 -5.188 -1.231 9.233 2.157 -17.17 1.618
11.555 16.72 13.93 10.29 8.809 8.989 16.63 19.87 18.65 4 2.55 7.738 8.266 0.809 -13.39 -1.258
11.56 20.22 20.58 16.22 10.7 13.21 24.54 25.66 22.16 4.989 8.53 13.37 4.836 -1.618 -8.36 -4.584
11.565 15.46 19.01 16.76 10.29 13.08 24.63 25.12 19.82 4.719 11.87 15.12 1.319 -3.326 -1.978 -5.663
11.57 5.393 10.92 11.82 7.011 8.315 17.26 20.58 14.16 4.135 12.93 14.25 0.4397 -2.517 5.393 -2.607
11.575 -4.225 1.573 4.989 1.843 1.888 7.371 15.33 10.38 3.865 12.22 12.75 3.341 0.809 12.22 3.236
11.58 -8.539 -3.955 -0.04494 -3.416 -2.382 0.6292 10.38 10.34 3.73 10.38 11.43 7.211 4.315 16.63 8.18
11.585 -5.124 -3.73 -2.292 -6.742 -2.607 -1.483 4.494 9.663 3.011 7.65 8.881 7.298 4.944 17.26 8.449
11.59 3.416 0.1348 -2.787 -6.607 -0.08989 -0.8989 -3.775 3.73 1.483 4.221 4.485 2.022 1.618 14.38 4.584
11.595 11.06 3.685 -2.157 -2.787 2.652 0.04494 -12.9 -7.146 0.04494 0.6155 -0.6155 -5.716 -3.506 10.43 0
11.6 12.4 4.764 -0.3596 3.236 4.09 0 -19.15 -18.47 -0.2697 -2.198 -4.836 -11.43 -7.191 7.371 -2.607
11.605 8 3.82 2.067 8.449 3.506 -1.978 -19.96 -26.07 0.3146 -4.133 -7.914 -13.63 -7.91 4.854 -3.236
11.61 2.427 2.382 3.461 9.618 0.9888 -6.022 -15.96 -27.55 0.2247 -6.419 -10.9 -13.01 -6.742 0.809 -3.775
11.615 -2.247 -0.04494 2.517 5.888 -2.202 -10.83 -11.06 -22.7 -1.618 -10.29 -14.51 -11.08 -6.022 -5.753 -5.663
11.62 -7.101 -4.989 -1.843 -1.079 -4.944 -14.88 -9.348 -13.98 -4.225 -15.04 -18.29 -8.705 -7.101 -13.39 -8.449
11.625 -12.49 -12.58 -9.079 -8.404 -6.472 -17.53 -11.51 -6.067 -5.753 -17.85 -20.66 -6.859 -8.809 -18.97 -10.34
11.63 -16.9 -20.45 -16.63 -13.17 -6.742 -18.61 -14.16 -1.438 -4.674 -16.27 -19.7 -4.485 -8.989 -20.22 -9.258
11.635 -18.79 -24.9 -20.54 -13.62 -5.888 -16.45 -12.76 1.798 -1.438 -10.38 -13.72 -0.7914 -6.652 -16.63 -5.303
11.64 -17.53 -23.24 -18.02 -9.708 -3.91 -10.07 -5.708 5.663 2.022 -2.022 -3.781 3.166 -3.416 -9.888 -1.258
11.645 -12.49 -15.6 -10.16 -3.461 -1.169 -1.348 4.449 8.809 3.461 5.892 6.507 4.836 -2.157 -2.787 0.08989
11.65 -3.955 -4.899 -0.764 2.247 1.528 6.607 13.03 9.124 2.382 11.34 13.89 3.517 -3.775 2.876 -1.169
11.655 5.124 4.764 6.607 5.798 4.494 12.09 16.31 7.146 0.4045 13.98 17.41 1.319 -6.022 7.011 -2.337
11.66 11.42 11.15 10.34 7.146 8.135 15.06 14.29 4.719 -0.08989 14.86 17.85 0.3517 -5.753 10.16 -1.618
11.665 14.74 14.34 10.52 7.64 12.04 15.42 9.348 2.382 1.348 15.12 15.74 -0.08793 -2.247 11.51 -0.08989
11.67 16.45 15.78 9.124 9.034 14.2 13.35 4.494 0.7191 3.101 13.81 11.26 -1.319 2.697 9.978 0.08989
11.675 16.54 16 8.449 12.09 12.94 10.02 1.438 1.573 3.281 9.497 4.924 -3.517 5.663 5.483 -2.517
11.68 13.48 14.25 9.393 15.69 8.27 6.831 0.3596 5.753 1.348 2.462 -1.583 -5.628 4.674 -0.08989 -6.742
